offer_id,brand_name,niche,keyword_group,keyword,intent_score,competition_level,estimated_cpc,match_type
jasper-ai,Jasper AI,AI Writing,alternatives_keywords,ai writing alternatives,78,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,alternatives_keywords,affordable ai writing platform,78,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,problem_solution_keywords,how to automate ai writing,68,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,problem_solution_keywords,solve ai writing workflow,68,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,negative_keywords,free,0,High,0.0,negative
jasper-ai,Jasper AI,AI Writing,negative_keywords,crack,0,High,0.0,negative
jasper-ai,Jasper AI,AI Writing,negative_keywords,nulled,0,High,0.0,negative
jasper-ai,Jasper AI,AI Writing,negative_keywords,coupon code,0,High,0.0,negative
jasper-ai,Jasper AI,AI Writing,negative_keywords,torrent,0,High,0.0,negative
jasper-ai,Jasper AI,AI Writing,negative_keywords,job,0,High,0.0,negative
jasper-ai,Jasper AI,AI Writing,negative_keywords,salary,0,High,0.0,negative
canva,Canva,AI Design,buyer_keywords,best ai design software,90,High,5.4,phrase
canva,Canva,AI Design,buyer_keywords,ai design tool for business,90,High,5.4,phrase
canva,Canva,AI Design,review_keywords,ai design software review,84,High,5.4,phrase
canva,Canva,AI Design,review_keywords,ai design tool reviews,84,High,5.4,phrase
canva,Canva,AI Design,comparison_keywords,best ai design tools,82,High,5.4,phrase
canva,Canva,AI Design,comparison_keywords,ai design software comparison,82,High,5.4,phrase
canva,Canva,AI Design,alternatives_keywords,ai design alternatives,78,High,5.4,phrase
canva,Canva,AI Design,alternatives_keywords,affordable ai design platform,78,High,5.4,phrase
canva,Canva,AI Design,problem_solution_keywords,how to automate ai design,68,High,5.4,phrase
canva,Canva,AI Design,problem_solution_keywords,solve ai design workflow,68,High,5.4,phrase
canva,Canva,AI Design,negative_keywords,free,0,High,0.0,negative
canva,Canva,AI Design,negative_keywords,crack,0,High,0.0,negative
canva,Canva,AI Design,negative_keywords,nulled,0,High,0.0,negative
canva,Canva,AI Design,negative_keywords,coupon code,0,High,0.0,negative
canva,Canva,AI Design,negative_keywords,torrent,0,High,0.0,negative
canva,Canva,AI Design,negative_keywords,job,0,High,0.0,negative
canva,Canva,AI Design,negative_keywords,salary,0,High,0.0,negative
notion,Notion,Productivity,buyer_keywords,best productivity software,90,High,5.4,phrase
notion,Notion,Productivity,buyer_keywords,productivity tool for business,90,High,5.4,phrase
notion,Notion,Productivity,review_keywords,productivity software review,84,High,5.4,phrase
notion,Notion,Productivity,review_keywords,productivity tool reviews,84,High,5.4,phrase
notion,Notion,Productivity,comparison_keywords,best productivity tools,82,High,5.4,phrase
notion,Notion,Productivity,comparison_keywords,productivity software comparison,82,High,5.4,phrase
notion,Notion,Productivity,alternatives_keywords,productivity alternatives,78,High,5.4,phrase
notion,Notion,Productivity,alternatives_keywords,affordable productivity platform,78,High,5.4,phrase
notion,Notion,Productivity,problem_solution_keywords,how to automate productivity,68,High,5.4,phrase
notion,Notion,Productivity,problem_solution_keywords,solve productivity workflow,68,High,5.4,phrase
notion,Notion,Productivity,negative_keywords,free,0,High,0.0,negative
notion,Notion,Productivity,negative_keywords,crack,0,High,0.0,negative
notion,Notion,Productivity,negative_keywords,nulled,0,High,0.0,negative
notion,Notion,Productivity,negative_keywords,coupon code,0,High,0.0,negative
notion,Notion,Productivity,negative_keywords,torrent,0,High,0.0,negative
notion,Notion,Productivity,negative_keywords,job,0,High,0.0,negative
notion,Notion,Productivity,negative_keywords,salary,0,High,0.0,negative
synthesia,Synthesia,AI Video,buyer_keywords,best ai video software,90,High,5.4,phrase
synthesia,Synthesia,AI Video,buyer_keywords,ai video tool for business,90,High,5.4,phrase
synthesia,Synthesia,AI Video,review_keywords,ai video software review,84,High,5.4,phrase
synthesia,Synthesia,AI Video,review_keywords,ai video tool reviews,84,High,5.4,phrase
synthesia,Synthesia,AI Video,comparison_keywords,best ai video tools,82,High,5.4,phrase
synthesia,Synthesia,AI Video,comparison_keywords,ai video software comparison,82,High,5.4,phrase
synthesia,Synthesia,AI Video,alternatives_keywords,ai video alternatives,78,High,5.4,phrase
synthesia,Synthesia,AI Video,alternatives_keywords,affordable ai video platform,78,High,5.4,phrase
synthesia,Synthesia,AI Video,problem_solution_keywords,how to automate ai video,68,High,5.4,phrase
synthesia,Synthesia,AI Video,problem_solution_keywords,solve ai video workflow,68,High,5.4,phrase
synthesia,Synthesia,AI Video,negative_keywords,free,0,High,0.0,negative
synthesia,Synthesia,AI Video,negative_keywords,crack,0,High,0.0,negative
synthesia,Synthesia,AI Video,negative_keywords,nulled,0,High,0.0,negative
synthesia,Synthesia,AI Video,negative_keywords,coupon code,0,High,0.0,negative
synthesia,Synthesia,AI Video,negative_keywords,torrent,0,High,0.0,negative
synthesia,Synthesia,AI Video,negative_keywords,job,0,High,0.0,negative
synthesia,Synthesia,AI Video,negative_keywords,salary,0,High,0.0,negative
pipedrive,Pipedrive,CRM,buyer_keywords,best crm software,90,High,5.4,phrase
pipedrive,Pipedrive,CRM,buyer_keywords,crm tool for business,90,High,5.4,phrase
pipedrive,Pipedrive,CRM,review_keywords,crm software review,84,High,5.4,phrase
pipedrive,Pipedrive,CRM,review_keywords,crm tool reviews,84,High,5.4,phrase
pipedrive,Pipedrive,CRM,comparison_keywords,best crm tools,82,High,5.4,phrase
pipedrive,Pipedrive,CRM,comparison_keywords,crm software comparison,82,High,5.4,phrase
pipedrive,Pipedrive,CRM,alternatives_keywords,crm alternatives,78,High,5.4,phrase
pipedrive,Pipedrive,CRM,alternatives_keywords,affordable crm platform,78,High,5.4,phrase
pipedrive,Pipedrive,CRM,problem_solution_keywords,how to automate crm,68,High,5.4,phrase
pipedrive,Pipedrive,CRM,problem_solution_keywords,solve crm workflow,68,High,5.4,phrase
pipedrive,Pipedrive,CRM,negative_keywords,free,0,High,0.0,negative
pipedrive,Pipedrive,CRM,negative_keywords,crack,0,High,0.0,negative
pipedrive,Pipedrive,CRM,negative_keywords,nulled,0,High,0.0,negative
pipedrive,Pipedrive,CRM,negative_keywords,coupon code,0,High,0.0,negative
pipedrive,Pipedrive,CRM,negative_keywords,torrent,0,High,0.0,negative
pipedrive,Pipedrive,CRM,negative_keywords,job,0,High,0.0,negative
pipedrive,Pipedrive,CRM,negative_keywords,salary,0,High,0.0,negative
pipedrive-crm,Pipedrive CRM,CRM,buyer_keywords,best crm software,90,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,buyer_keywords,crm tool for business,90,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,review_keywords,crm software review,84,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,review_keywords,crm tool reviews,84,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,comparison_keywords,best crm tools,82,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,comparison_keywords,crm software comparison,82,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,alternatives_keywords,crm alternatives,78,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,alternatives_keywords,affordable crm platform,78,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,problem_solution_keywords,how to automate crm,68,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,problem_solution_keywords,solve crm workflow,68,High,5.4,phrase
pipedrive-crm,Pipedrive CRM,CRM,negative_keywords,free,0,High,0.0,negative
pipedrive-crm,Pipedrive CRM,CRM,negative_keywords,crack,0,High,0.0,negative
pipedrive-crm,Pipedrive CRM,CRM,negative_keywords,nulled,0,High,0.0,negative
pipedrive-crm,Pipedrive CRM,CRM,negative_keywords,coupon code,0,High,0.0,negative
pipedrive-crm,Pipedrive CRM,CRM,negative_keywords,torrent,0,High,0.0,negative
pipedrive-crm,Pipedrive CRM,CRM,negative_keywords,job,0,High,0.0,negative
pipedrive-crm,Pipedrive CRM,CRM,negative_keywords,salary,0,High,0.0,negative
copy-ai,Copy.ai,AI Writing,buyer_keywords,best ai writing software,90,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,buyer_keywords,ai writing tool for business,90,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,review_keywords,ai writing software review,84,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,review_keywords,ai writing tool reviews,84,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,comparison_keywords,best ai writing tools,82,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,comparison_keywords,ai writing software comparison,82,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,alternatives_keywords,ai writing alternatives,78,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,alternatives_keywords,affordable ai writing platform,78,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,problem_solution_keywords,how to automate ai writing,68,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,problem_solution_keywords,solve ai writing workflow,68,High,5.4,phrase
copy-ai,Copy.ai,AI Writing,negative_keywords,free,0,High,0.0,negative
copy-ai,Copy.ai,AI Writing,negative_keywords,crack,0,High,0.0,negative
copy-ai,Copy.ai,AI Writing,negative_keywords,nulled,0,High,0.0,negative
copy-ai,Copy.ai,AI Writing,negative_keywords,coupon code,0,High,0.0,negative
copy-ai,Copy.ai,AI Writing,negative_keywords,torrent,0,High,0.0,negative
copy-ai,Copy.ai,AI Writing,negative_keywords,job,0,High,0.0,negative
copy-ai,Copy.ai,AI Writing,negative_keywords,salary,0,High,0.0,negative
descript,Descript,AI Video,buyer_keywords,best ai video software,90,High,5.4,phrase
descript,Descript,AI Video,buyer_keywords,ai video tool for business,90,High,5.4,phrase
descript,Descript,AI Video,review_keywords,ai video software review,84,High,5.4,phrase
descript,Descript,AI Video,review_keywords,ai video tool reviews,84,High,5.4,phrase
descript,Descript,AI Video,comparison_keywords,best ai video tools,82,High,5.4,phrase
descript,Descript,AI Video,comparison_keywords,ai video software comparison,82,High,5.4,phrase
descript,Descript,AI Video,alternatives_keywords,ai video alternatives,78,High,5.4,phrase
descript,Descript,AI Video,alternatives_keywords,affordable ai video platform,78,High,5.4,phrase
descript,Descript,AI Video,problem_solution_keywords,how to automate ai video,68,High,5.4,phrase
descript,Descript,AI Video,problem_solution_keywords,solve ai video workflow,68,High,5.4,phrase
descript,Descript,AI Video,negative_keywords,free,0,High,0.0,negative
descript,Descript,AI Video,negative_keywords,crack,0,High,0.0,negative
descript,Descript,AI Video,negative_keywords,nulled,0,High,0.0,negative
descript,Descript,AI Video,negative_keywords,coupon code,0,High,0.0,negative
descript,Descript,AI Video,negative_keywords,torrent,0,High,0.0,negative
descript,Descript,AI Video,negative_keywords,job,0,High,0.0,negative
descript,Descript,AI Video,negative_keywords,salary,0,High,0.0,negative
runway,Runway,AI Video,buyer_keywords,best ai video software,90,High,5.4,phrase
runway,Runway,AI Video,buyer_keywords,ai video tool for business,90,High,5.4,phrase
runway,Runway,AI Video,review_keywords,ai video software review,84,High,5.4,phrase
runway,Runway,AI Video,review_keywords,ai video tool reviews,84,High,5.4,phrase
runway,Runway,AI Video,comparison_keywords,best ai video tools,82,High,5.4,phrase
runway,Runway,AI Video,comparison_keywords,ai video software comparison,82,High,5.4,phrase
runway,Runway,AI Video,alternatives_keywords,ai video alternatives,78,High,5.4,phrase
runway,Runway,AI Video,alternatives_keywords,affordable ai video platform,78,High,5.4,phrase
runway,Runway,AI Video,problem_solution_keywords,how to automate ai video,68,High,5.4,phrase
runway,Runway,AI Video,problem_solution_keywords,solve ai video workflow,68,High,5.4,phrase
runway,Runway,AI Video,negative_keywords,free,0,High,0.0,negative
runway,Runway,AI Video,negative_keywords,crack,0,High,0.0,negative
runway,Runway,AI Video,negative_keywords,nulled,0,High,0.0,negative
runway,Runway,AI Video,negative_keywords,coupon code,0,High,0.0,negative
runway,Runway,AI Video,negative_keywords,torrent,0,High,0.0,negative
runway,Runway,AI Video,negative_keywords,job,0,High,0.0,negative
runway,Runway,AI Video,negative_keywords,salary,0,High,0.0,negative
