slug,topic,affiliate_disclosure,affiliate_links,missing_products,expired_products,broken_links,missing_cta,issues
reviews/frase,Frase Review,True,1,,,1,False,broken links
reviews/gamma,Gamma Review,True,1,,,1,False,broken links
reviews/gemini,Gemini Review,True,1,,,1,False,broken links
reviews/github-copilot,GitHub Copilot Review,True,2,,,1,False,broken links
reviews/hubspot,HubSpot Review,True,1,,,1,False,broken links
reviews/jasper,Jasper Review,True,2,,,1,False,broken links
reviews/jasper-ai,Jasper AI Review,True,3,,,1,False,broken links
reviews/lovable,Lovable Review,True,1,,,1,False,broken links
reviews/make,Make Review,True,1,,,1,False,broken links
reviews/midjourney,Midjourney Review,True,1,,,1,False,broken links
reviews/notion,Notion Review,True,1,,,1,False,broken links
reviews/notion-ai,Notion AI Review,True,3,,,1,False,broken links
reviews/perplexity,Perplexity Review,True,1,,,1,False,broken links
reviews/pipedrive,Pipedrive Review,True,2,,,1,False,broken links
reviews/pipedrive-crm,Pipedrive CRM Review,True,3,,,1,False,broken links
reviews/reclaim-ai,Reclaim AI Review,True,2,,,1,False,broken links
reviews/replit,Replit Review,True,1,,,1,False,broken links
reviews/runway,Runway Review,True,1,,,1,False,broken links
reviews/semrush,Semrush Review,True,1,,,1,False,broken links
reviews/semrush-ai,Semrush AI Review,True,2,,,1,False,broken links
reviews/surfer-seo,Surfer SEO Review,True,2,,,1,False,broken links
reviews/synthesia,Synthesia Review,True,1,,,1,False,broken links
reviews/webflow,Webflow Review,True,1,,,1,False,broken links
reviews/webflow-ai,Webflow AI Review,True,3,,,1,False,broken links
reviews/windsurf,Windsurf Review: Is This Agent-Style AI Coding Workflow Worth Testing?,True,3,,,1,True,broken links; missing CTA
reviews/windsurf-review,Windsurf Review: Is This Agent-Style AI Coding Workflow Worth Testing?,True,3,,,1,True,broken links; missing CTA
reviews/zapier,Zapier Review,True,1,,,1,False,broken links
runway,Runway Review,True,1,,,1,False,broken links
se-ranking-review-2026,SE Ranking Review 2026,True,0,,,3,True,missing affiliate links; broken links; missing CTA
semrush,Semrush Review,True,1,,,1,False,broken links
semrush-ai,Semrush AI Review,True,2,,,1,False,broken links
semrush-pricing,Pricing Semrush: những điểm cần kiểm tra trước khi mua,True,1,,,1,True,broken links; missing CTA
semrush-vs-ahrefs-2026,Semrush vs Ahrefs 2026: Which SEO Tool Is Better?,True,2,,,2,True,broken links; missing CTA
senja-review-2026,"Senja Review 2026: Features, Pricing, Pros, Cons & Alternatives",True,0,,,3,True,missing affiliate links; broken links; missing CTA
serpstat-review-2026,"Serpstat Review 2026: SEO, PPC, Keyword Research and Competitor Analysis",True,0,,,2,True,missing affiliate links; broken links; missing CTA
sitemap,HTML Sitemap,True,0,,,1,True,missing affiliate links; broken links; missing CTA
skillspector-review-2026,"SkillSpector Review 2026: Features, Pricing, Pros, Cons & Alternatives",True,0,,,3,True,missing affiliate links; broken links; missing CTA
surfer-seo,Surfer SEO Review,True,2,,,1,False,broken links
surfer-seo-alternatives,Surfer SEO Alternatives: Best SEO Content Optimization Tools,True,1,,,1,True,broken links; missing CTA
surfer-seo-free-trial,Surfer SEO Free Trial: Is It Worth Trying in 2026?,True,1,,,1,True,broken links; missing CTA
surfer-seo-pricing,Pricing Surfer SEO: những điểm cần kiểm tra trước khi mua,True,2,,,1,True,broken links; missing CTA
surfer-seo-vs-clearscope,Surfer SEO vs Clearscope: Best Content Optimization Software,True,1,,,1,True,broken links; missing CTA
synthesia,Synthesia Review,True,1,,,1,False,broken links
systeme-io-review-2026,Systeme.io Review 2026,True,0,,,3,True,missing affiliate links; broken links; missing CTA
tally-forms-review-2026,"Tally Forms Review 2026: Features, Pricing, Pros, Cons & Alternatives",True,0,,,3,True,missing affiliate links; broken links; missing CTA
terms,Terms,True,0,,,1,True,missing affiliate links; broken links; missing CTA
terms-of-service,Terms of Service,True,0,,,1,True,missing affiliate links; broken links; missing CTA
testing-methodology,Testing Methodology,True,0,,,1,True,missing affiliate links; broken links; missing CTA
trackdesk-review-2026,"Trackdesk Review 2026: Affiliate Tracking, Pricing, Pros & Cons",True,0,,,1,True,missing affiliate links; broken links; missing CTA
ubersuggest-review-2026,"Ubersuggest Review 2026: SEO Tool for Beginners, Pricing and Alternatives",True,0,,,2,True,missing affiliate links; broken links; missing CTA
unbounce-review-2026,"Unbounce Review 2026: Landing Page Builder, AI Features, Pricing and Alternatives",True,0,,,1,True,missing affiliate links; broken links; missing CTA
vi,Trung tâm đánh giá công cụ AI,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/about,Giới thiệu MS Smile AI Review Hub,False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/about-author,Giới thiệu the Tác giả,False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/activecampaign,Đánh giá Đang hoạt độngCampaign,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/adcreative-ai,Đánh giá AdCreative AI,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/aeo-action-plan,AEO Action Plan,False,0,,,4,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/ahrefs-ai,Đánh giá Ahrefs AI,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-app-builder-alternatives,Ghi chú đánh giá,False,5,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-app-builder-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-assistant-alternatives,Ghi chú đánh giá,False,5,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-assistant-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-coding-alternatives,Lựa chọn thay thế AI coding tốt nhất năm 2026,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-coding-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-design-alternatives,Lựa chọn thay thế AI design tốt nhất năm 2026,False,5,,,5,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-image-alternatives,Ghi chú đánh giá,False,5,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-image-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-meeting-alternatives,Lựa chọn thay thế AI meeting tốt nhất năm 2026,False,5,,,5,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-meeting-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-productivity-alternatives,Ghi chú đánh giá,False,5,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-productivity-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-search-alternatives,Ghi chú đánh giá,False,5,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-search-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-seo-alternatives,Ghi chú đánh giá,False,5,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-seo-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-video-alternatives,Ghi chú đánh giá,False,5,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-voice-alternatives,Ghi chú đánh giá,False,5,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-voice-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/ai-writing-alternatives,Ghi chú đánh giá,False,5,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/author-profile,Tác giả Profile,False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/automation-alternatives,Ghi chú đánh giá,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/automation-software-review,Ghi chú đánh giá,False,2,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/aweber-review-2026,"AWeber Đánh giá 2026: Email Marketing Tính năng, Giá, Ưu điểm và hạn chế",False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/beehiiv-review-2026,"beehiiv Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-affiliate-marketing-software-saas,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-automation-tools,Công cụ tự động hóa AI tốt nhất,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-automation-tools-2026,Công cụ tự động hóa AI tốt nhất 2026,False,5,,,9,True,missing affiliate disclosure; broken links; missing CTA
vi/best-ai-coding-tools,Công cụ AI coding tốt nhất,False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-coding-tools-2026,Ghi chú đánh giá,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/best-ai-presentation-tools,Công cụ trình bày AI tốt nhất,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-seo-tools,Công cụ AI SEO tốt nhất,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-seo-tools-2026,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-tools,Công cụ AI tốt nhất,False,0,,,9,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-video-tools,Công cụ AI video tốt nhất,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-video-tools-2026,Best AI Video Công cụs 2026,False,4,,,8,True,missing affiliate disclosure; broken links; missing CTA
vi/best-ai-website-builders-compared,Ghi chú đánh giá Framer và Webflow,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/best-ai-writing-tools,Best AI Writing Công cụs,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-ai-writing-tools-2026,Best AI Writing Công cụs 2026,False,5,,,8,True,missing affiliate disclosure; broken links; missing CTA
vi/best-crm-tools,Best CRM Công cụs,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-website-builder-2026,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/best-website-builders,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog,Blog,False,0,,,4,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/ai-productivity-tools,AI Productivity Công cụs,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/ai-tools-for-content-creators,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/ai-tools-for-marketers,Công cụ AIs for Marketers,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/ai-tools-under-20-month,Công cụ AIs Under $20/month,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/ai-website-builders-comparison,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/automation-tools-for-beginners,Automation Công cụs for Beginners,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/best-ai-presentation-tools,Công cụ trình bày AI tốt nhất,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/best-ai-tools-for-small-business,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/best-ai-voice-generators,Best AI Voice Generators,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/best-alternatives-to-canva-ai,Best Lựa chọn thay thế to Canva AI,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/blog/best-crm-for-startups,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/chatgpt-prompts-for-windsurf,Cách dùng ChatGPT để viết prompt tốt hơn cho Windsurf,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/blog/chatgpt-windsurf-codex-workflow,"Cách tôi dùng ChatGPT, Windsurf và Codex để xây dự án AI thật",False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/blog/fix-windsurf-mixed-language,Cách sửa lỗi lẫn tiếng Anh và tiếng Việt khi Windsurf tạo site,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/blog/how-to-choose-saas-tools-safely,How to Chọn SaaS Công cụs Safely,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/blog/windsurf-prompt-checklist,Checklist prompt Windsurf: tôi kiểm tra gì trước khi gửi task,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/blog/windsurf-to-codex-workflow,Ghi chú đánh giá Windsurf,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/bolt,Đánh giá Bolt,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/bolt-ai-review-2026,Bolt AI Đánh giá 2026,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/brevo-review-2026,Brevo Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/bunny-net-review-2026,"Bunny.net Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/canva,Đánh giá Canva,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/categories,Danh mục,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/ai-automation-tools,Công cụ tự động hóa AI,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/ai-coding-tools,Ghi chú đánh giá,False,4,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/category/ai-customer-support-tools,AI Customer Support Công cụs,False,0,,,9,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/ai-presentation-tools,AI Presentation Công cụs,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/ai-seo-tools,AI SEO Công cụs,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/ai-video-tools,Công cụ AI video,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/ai-voice-tools,AI Voice Công cụs,False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/ai-writing,AI Writing,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/ai-writing-tools,AI Writing Công cụs,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/automation,Automation,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/automation-tools,Ghi chú đánh giá,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/category/crm,CRM,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/crm-tools,CRM Công cụs,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/design-tools,Ghi chú đánh giá,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/category/email-marketing-tools,Ghi chú đánh giá,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/category/seo-tools,Ghi chú đánh giá,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/category/video-tools,Ghi chú đánh giá,False,4,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/category/website-builder-tools,Ghi chú đánh giá,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/category/website-builders,Website Builders,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/category/writing-tools,Ghi chú đánh giá,False,5,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/chatgpt,Đánh giá ChatGPT,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/claude,Đánh giá Claude,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/clickfunnels-review-2026,ClickFunnels Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/cloud-development-alternatives,Ghi chú đánh giá,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/cloud-development-software-review,Ghi chú đánh giá,False,1,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/activecampaign-vs-mailchimp,Đang hoạt độngCampaign vs Mailchimp,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/canva-vs-adcreative-ai,Canva vs AdCreative AI,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/chatgpt-vs-claude,ChatGPT vs Claude 2026,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/cursor-vs-github-copilot,Cursor vs GitHub Copilot,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/cursor-vs-github-copilot-2026,Cursor vs GitHub Copilot 2026,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/cursor-vs-windsurf,Cursor vs Windsurf,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/github-copilot-vs-codeium,GitHub Copilot vs Codeium,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/grammarly-vs-quillbot,Grammarly vs QuillBot,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/jasper-vs-copy-ai,Jasper vs Copy.ai,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/make-vs-zapier,Make vs Zapier,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/semrush-vs-ahrefs,Ghi chú đánh giá SEMrush và Ahrefs,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/compare/synthesia-vs-pictory,Synthesia vs Pictory,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons,So sánh công cụ AI/SaaS,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/comparisons/canva-vs-adobe-express,Canva vs Adobe Express: Nên chọn công cụ nào trong năm 2026?,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/canva-vs-gamma,Canva vs Gamma,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/chatgpt-vs-claude,ChatGPT vs Claude,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/chatgpt-vs-gemini,ChatGPT vs Gemini,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/chatgpt-vs-perplexity,ChatGPT vs Perplexity,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/claude-vs-gemini,Claude vs Gemini,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/claude-vs-perplexity,Claude vs Perplexity,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/codex-vs-openclaw,Codex vs MởClaw,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/copilot-vs-codex,Ghi chú đánh giá,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/copilot-vs-cursor,Ghi chú đánh giá Cursor,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/copilot-vs-tabnine,GitHub Copilot vs Tabnine,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/cursor-vs-copilot,Cursor vs GitHub Copilot: Nên chọn công cụ nào trong năm 2026?,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/cursor-vs-github-copilot,Cursor vs GitHub Copilot,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/cursor-vs-vscode,Cursor vs VS Code,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/cursor-vs-windsurf,Cursor vs Windsurf,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/elevenlabs-vs-murf,ElevenLabs vs Murf,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/elevenlabs-vs-playht,ElevenLabs vs PlayHT,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/framer-vs-webflow,Framer vs Webflow,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/gemini-vs-claude,Gemini vs Claude,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/hubspot-vs-salesforce,HubSpot vs Salesforce,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/jasper-vs-copy-ai,Jasper vs Copy.ai,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/jasper-vs-copyai,Jasper vs Copy.ai,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/lovable-vs-bolt,Lovable vs Bolt,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/make-vs-zapier,Make vs Zapier,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/midjourney-vs-dalle,Midjourney vs DALL-E,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/notion-ai-vs-chatgpt,Notion AI vs ChatGPT,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/notion-ai-vs-clickup-ai,Notion AI vs ClickUp AI,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/notion-vs-clickup,Notion vs ClickUp,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/perplexity-vs-chatgpt,Perplexity vs ChatGPT,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/replit-vs-cursor,Replit vs Cursor,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/runway-vs-pika,Runway vs Pika,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/semrush-vs-ahrefs,Semrush vs Ahrefs,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/surfer-seo-vs-frase,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/comparisons/synthesia-vs-heygen,Synthesia vs HeyGen,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/synthesia-vs-runway,Synthesia vs Runway,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/comparisons/windsurf-vs-copilot,Windsurf vs GitHub Copilot: Nên chọn công cụ nào trong năm 2026?,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/constant-contact-review-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/contact,Liên hệ,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/convertkit-review-2026,ConvertKit Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/copy-ai,Đánh giá Copy.ai,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/cursor,Đánh giá Cursor,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/cursor-ai-review-a-practical-guide-for-developers-and-ai-coders,Ghi chú đánh giá Cursor,True,1,,,2,True,broken links; missing CTA
vi/cursor-pricing,Giá Cursor: những điểm cần kiểm tra trước khi mua,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/descript,Đánh giá Descript,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/disclosure,Tiết lộ liên kết,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/downloads/ai-coding-workflow-checklist,AI Coding Workflow Checklist,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/durable,Đánh giá Durable,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/elevenlabs,Đánh giá ElevenLabs,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/elevenlabs-pricing,Giá ElevenLabs: những điểm cần kiểm tra trước khi mua,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/email-capture-setup,Email Capture Setup,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/email-marketing-alternatives,Ghi chú đánh giá,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/email-marketing-software-review,Ghi chú đánh giá,False,2,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/facebook-test,Facebook Browser Test,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/fathom-analytics-review-2026,"Fathom Analytics Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/formspree-setup,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/framer,Đánh giá Framer,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/frase,Đánh giá Frase,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/free-ai-coding-workflow-checklist,Ghi chú đánh giá Cursor và Windsurf,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/gamma,Đánh giá Gamma,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/gemini,Đánh giá Gemini,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/getresponse-review-2026,GetResponse Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/github-copilot,Đánh giá GitHub Copilot,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/github-copilot-pricing,Giá GitHub Copilot: những điểm cần kiểm tra trước khi mua,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/grammarly-review-2026,Grammarly Đánh giá 2026,False,1,,,7,True,missing affiliate disclosure; broken links; missing CTA
vi/hidden-ai-infrastructure-companies-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/hostinger-website-builder-review-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/how-we-review-tools,How We Đánh giá Công cụs,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/hub/ai-automation,Công cụ tự động hóa AI Hub,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/ai-coding,Công cụ AI coding Hub,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/ai-presentation,AI Presentation Công cụs Hub,False,2,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/ai-seo,AI SEO Công cụs Hub,False,5,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/ai-video,Công cụ AI video Hub,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/ai-voice,AI Voice Công cụs Hub,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
